ano,mes,nome_mes,estacao,regiao,cid_principal,desc_cid,total_internacoes,custo_total,ticket_medio,media_dias
2022,5,Maio,Outono,Sudeste,J44,DPOC,52,225268.34,4332.08,5.9
2022,5,Maio,Outono,Centro-Oeste,J44,DPOC,9,40365.45,4485.05,5.4
2022,5,Maio,Outono,Nordeste,J44,DPOC,14,59822.01,4273.0,5.1
2022,5,Maio,Outono,Sul,J44,DPOC,16,63299.43,3956.21,7.4
2022,5,Maio,Outono,Sudeste,K35,Apendicite Aguda,70,375157.24,5359.39,5.0
2022,5,Maio,Outono,Sul,K35,Apendicite Aguda,27,150343.46,5568.28,4.6
2022,5,Maio,Outono,Centro-Oeste,K35,Apendicite Aguda,9,47120.73,5235.64,5.6
2022,5,Maio,Outono,Nordeste,K35,Apendicite Aguda,19,101008.94,5316.26,6.5
2022,5,Maio,Outono,Centro-Oeste,M54,Dorsalgia,3,5951.5,1983.83,2.0
2022,5,Maio,Outono,Sudeste,M54,Dorsalgia,53,117158.28,2210.53,4.9
2022,5,Maio,Outono,Sul,M54,Dorsalgia,29,64090.37,2210.01,5.4
2022,5,Maio,Outono,Nordeste,M54,Dorsalgia,18,34235.85,1901.99,4.9
2022,5,Maio,Outono,Sudeste,N39,Infecção Urinária,93,131401.7,1412.92,5.3
2022,5,Maio,Outono,Centro-Oeste,N39,Infecção Urinária,4,5836.44,1459.11,5.8
2022,5,Maio,Outono,Nordeste,N39,Infecção Urinária,40,54451.05,1361.28,4.2
2022,5,Maio,Outono,Sul,N39,Infecção Urinária,34,48160.83,1416.5,4.3
2022,5,Maio,Outono,Sudeste,O80,Parto Normal,84,176045.22,2095.78,5.1
2022,5,Maio,Outono,Nordeste,O80,Parto Normal,36,83064.99,2307.36,5.0
2022,5,Maio,Outono,Centro-Oeste,O80,Parto Normal,8,16933.14,2116.64,4.3
2022,5,Maio,Outono,Sul,O80,Parto Normal,34,74251.34,2183.86,5.9
2022,6,Junho,Inverno,Sudeste,A09,Diarreia e Gastroenterite,70,87928.87,1256.13,4.6
2022,6,Junho,Inverno,Sul,A09,Diarreia e Gastroenterite,21,29352.35,1397.73,6.5
2022,6,Junho,Inverno,Centro-Oeste,A09,Diarreia e Gastroenterite,6,8735.92,1455.99,5.7
2022,6,Junho,Inverno,Nordeste,A09,Diarreia e Gastroenterite,28,35148.12,1255.29,5.5
2022,6,Junho,Inverno,Centro-Oeste,A90,Dengue,10,20766.21,2076.62,7.4
2022,6,Junho,Inverno,Sudeste,A90,Dengue,70,150855.54,2155.08,4.9
2022,6,Junho,Inverno,Sul,A90,Dengue,22,51629.8,2346.81,4.9
2022,6,Junho,Inverno,Nordeste,A90,Dengue,23,47209.08,2052.57,5.3
2022,6,Junho,Inverno,Nordeste,B24,Doença pelo HIV,10,65497.52,6549.75,5.1
2022,6,Junho,Inverno,Sul,B24,Doença pelo HIV,11,75967.59,6906.14,5.9
2022,6,Junho,Inverno,Centro-Oeste,B24,Doença pelo HIV,1,4493.79,4493.79,7.0
2022,6,Junho,Inverno,Sudeste,B24,Doença pelo HIV,37,261733.03,7073.87,5.5
2022,6,Junho,Inverno,Nordeste,C50,Neoplasia Maligna da Mama,24,528672.99,22028.04,5.9
2022,6,Junho,Inverno,Sudeste,C50,Neoplasia Maligna da Mama,33,664009.23,20121.49,5.5
2022,6,Junho,Inverno,Centro-Oeste,C50,Neoplasia Maligna da Mama,2,51416.46,25708.23,7.5
2022,6,Junho,Inverno,Sul,C50,Neoplasia Maligna da Mama,12,260878.58,21739.88,6.0
2022,6,Junho,Inverno,Centro-Oeste,E11,Diabetes Mellitus Tipo 2,10,36691.64,3669.16,5.7
2022,6,Junho,Inverno,Sul,E11,Diabetes Mellitus Tipo 2,32,100202.47,3131.33,5.9
2022,6,Junho,Inverno,Nordeste,E11,Diabetes Mellitus Tipo 2,27,90384.75,3347.58,3.3
2022,6,Junho,Inverno,Sudeste,E11,Diabetes Mellitus Tipo 2,66,202073.63,3061.72,4.7
2022,6,Junho,Inverno,Sul,F32,Episódio Depressivo,16,57250.83,3578.18,9.1
2022,6,Junho,Inverno,Nordeste,F32,Episódio Depressivo,25,95651.93,3826.08,4.6
2022,6,Junho,Inverno,Centro-Oeste,F32,Episódio Depressivo,2,4590.39,2295.2,2.0
2022,6,Junho,Inverno,Sudeste,F32,Episódio Depressivo,63,222182.43,3526.71,5.5
2022,6,Junho,Inverno,Centro-Oeste,G40,Epilepsia,6,26156.41,4359.4,5.0
2022,6,Junho,Inverno,Sudeste,G40,Epilepsia,45,215965.39,4799.23,6.2
2022,6,Junho,Inverno,Nordeste,G40,Epilepsia,18,86716.04,4817.56,6.3
2022,6,Junho,Inverno,Sul,G40,Epilepsia,10,38840.45,3884.05,3.9
2022,6,Junho,Inverno,Sul,I21,Infarto Agudo do Miocárdio,21,379154.84,18054.99,4.4
2022,6,Junho,Inverno,Centro-Oeste,I21,Infarto Agudo do Miocárdio,3,53995.31,17998.44,3.7
2022,6,Junho,Inverno,Nordeste,I21,Infarto Agudo do Miocárdio,35,621643.66,17761.25,5.3
2022,6,Junho,Inverno,Sudeste,I21,Infarto Agudo do Miocárdio,79,1288138.52,16305.55,4.5
2022,6,Junho,Inverno,Centro-Oeste,I64,Acidente Vascular Cerebral,3,37246.21,12415.4,2.0
2022,6,Junho,Inverno,Nordeste,I64,Acidente Vascular Cerebral,18,206918.78,11495.49,6.1
2022,6,Junho,Inverno,Sul,I64,Acidente Vascular Cerebral,19,187050.81,9844.78,6.4
2022,6,Junho,Inverno,Sudeste,I64,Acidente Vascular Cerebral,60,705604.62,11760.08,5.0
2022,6,Junho,Inverno,Sudeste,J18,Pneumonia,134,579789.3,4326.79,5.1
2022,6,Junho,Inverno,Nordeste,J18,Pneumonia,49,180718.24,3688.13,5.6
2022,6,Junho,Inverno,Sul,J18,Pneumonia,47,187857.18,3996.96,5.9
2022,6,Junho,Inverno,Centro-Oeste,J18,Pneumonia,14,58401.65,4171.55,6.1
2022,6,Junho,Inverno,Centro-Oeste,J44,DPOC,4,23555.03,5888.76,8.0
2022,6,Junho,Inverno,Sul,J44,DPOC,17,97401.23,5729.48,6.4
2022,6,Junho,Inverno,Sudeste,J44,DPOC,45,228555.79,5079.02,4.6
2022,6,Junho,Inverno,Nordeste,J44,DPOC,20,97572.09,4878.6,3.4
2022,6,Junho,Inverno,Nordeste,K35,Apendicite Aguda,19,123586.91,6504.57,4.5
2022,6,Junho,Inverno,Sul,K35,Apendicite Aguda,25,176290.95,7051.64,4.5
2022,6,Junho,Inverno,Centro-Oeste,K35,Apendicite Aguda,6,32964.89,5494.15,5.0
2022,6,Junho,Inverno,Sudeste,K35,Apendicite Aguda,64,413084.02,6454.44,4.5
2022,6,Junho,Inverno,Nordeste,M54,Dorsalgia,27,76769.6,2843.32,4.3
2022,6,Junho,Inverno,Sudeste,M54,Dorsalgia,59,157062.17,2662.07,4.7
2022,6,Junho,Inverno,Centro-Oeste,M54,Dorsalgia,3,7718.68,2572.89,3.0
2022,6,Junho,Inverno,Sul,M54,Dorsalgia,18,53751.48,2986.19,4.1
2022,6,Junho,Inverno,Sudeste,N39,Infecção Urinária,104,176077.5,1693.05,6.0
2022,6,Junho,Inverno,Sul,N39,Infecção Urinária,27,43187.18,1599.53,5.4
2022,6,Junho,Inverno,Centro-Oeste,N39,Infecção Urinária,11,19727.02,1793.37,4.7
2022,6,Junho,Inverno,Nordeste,N39,Infecção Urinária,32,60320.81,1885.03,4.3
2022,6,Junho,Inverno,Centro-Oeste,O80,Parto Normal,5,11267.78,2253.56,6.6
2022,6,Junho,Inverno,Sul,O80,Parto Normal,22,55691.71,2531.44,4.3
2022,6,Junho,Inverno,Sudeste,O80,Parto Normal,111,285992.05,2576.5,6.2
2022,6,Junho,Inverno,Nordeste,O80,Parto Normal,36,95834.83,2662.08,5.4
2022,7,Julho,Inverno,Sudeste,A09,Diarreia e Gastroenterite,84,104475.47,1243.76,5.7
2022,7,Julho,Inverno,Nordeste,A09,Diarreia e Gastroenterite,19,23786.01,1251.9,6.3
2022,7,Julho,Inverno,Sul,A09,Diarreia e Gastroenterite,31,40355.72,1301.8,6.0
2022,7,Julho,Inverno,Centro-Oeste,A09,Diarreia e Gastroenterite,9,11348.83,1260.98,6.2
2022,7,Julho,Inverno,Nordeste,A90,Dengue,21,44100.93,2100.04,4.7
2022,7,Julho,Inverno,Centro-Oeste,A90,Dengue,9,20433.4,2270.38,5.7
2022,7,Julho,Inverno,Sul,A90,Dengue,19,40492.19,2131.17,4.5
2022,7,Julho,Inverno,Sudeste,A90,Dengue,91,195688.68,2150.43,5.4
2022,7,Julho,Inverno,Nordeste,B24,Doença pelo HIV,5,36966.08,7393.22,4.0
2022,7,Julho,Inverno,Sul,B24,Doença pelo HIV,10,72453.29,7245.33,5.3
2022,7,Julho,Inverno,Centro-Oeste,B24,Doença pelo HIV,5,41518.89,8303.78,3.2
2022,7,Julho,Inverno,Sudeste,B24,Doença pelo HIV,34,233591.27,6870.33,5.4
2022,7,Julho,Inverno,Sul,C50,Neoplasia Maligna da Mama,13,257904.07,19838.77,5.8
2022,7,Julho,Inverno,Sudeste,C50,Neoplasia Maligna da Mama,52,1066417.85,20508.04,5.3
2022,7,Julho,Inverno,Nordeste,C50,Neoplasia Maligna da Mama,13,301408.65,23185.28,4.7
2022,7,Julho,Inverno,Centro-Oeste,C50,Neoplasia Maligna da Mama,5,109319.86,21863.97,5.4
2022,7,Julho,Inverno,Sudeste,E11,Diabetes Mellitus Tipo 2,74,252395.72,3410.75,5.2
2022,7,Julho,Inverno,Sul,E11,Diabetes Mellitus Tipo 2,39,120071.06,3078.75,5.8
2022,7,Julho,Inverno,Nordeste,E11,Diabetes Mellitus Tipo 2,35,108718.26,3106.24,5.3
2022,7,Julho,Inverno,Centro-Oeste,E11,Diabetes Mellitus Tipo 2,11,36491.81,3317.44,5.5
2022,7,Julho,Inverno,Centro-Oeste,F32,Episódio Depressivo,9,34801.39,3866.82,6.7
2022,7,Julho,Inverno,Sul,F32,Episódio Depressivo,24,87961.05,3665.04,4.8
2022,7,Julho,Inverno,Nordeste,F32,Episódio Depressivo,16,62960.82,3935.05,2.6
2022,7,Julho,Inverno,Sudeste,F32,Episódio Depressivo,50,177074.62,3541.49,5.1
2022,7,Julho,Inverno,Nordeste,G40,Epilepsia,31,145836.95,4704.42,5.3
2022,7,Julho,Inverno,Sudeste,G40,Epilepsia,56,238774.17,4263.82,4.9
2022,7,Julho,Inverno,Sul,G40,Epilepsia,21,92938.31,4425.63,5.4
2022,7,Julho,Inverno,Centro-Oeste,G40,Epilepsia,5,26036.91,5207.38,7.4
2022,7,Julho,Inverno,Sul,I21,Infarto Agudo do Miocárdio,31,518175.35,16715.33,4.4
2022,7,Julho,Inverno,Nordeste,I21,Infarto Agudo do Miocárdio,37,614503.11,16608.19,5.2
2022,7,Julho,Inverno,Centro-Oeste,I21,Infarto Agudo do Miocárdio,9,133812.94,14868.1,5.2
2022,7,Julho,Inverno,Sudeste,I21,Infarto Agudo do Miocárdio,65,1153591.99,17747.57,4.5
2022,7,Julho,Inverno,Centro-Oeste,I64,Acidente Vascular Cerebral,8,91418.98,11427.37,6.4
2022,7,Julho,Inverno,Sudeste,I64,Acidente Vascular Cerebral,68,786969.32,11573.08,4.7
2022,7,Julho,Inverno,Sul,I64,Acidente Vascular Cerebral,24,299649.19,12485.38,4.9
2022,7,Julho,Inverno,Nordeste,I64,Acidente Vascular Cerebral,16,193212.99,12075.81,4.9
2022,7,Julho,Inverno,Sul,J18,Pneumonia,36,147058.68,4084.96,5.1
2022,7,Julho,Inverno,Nordeste,J18,Pneumonia,38,169867.65,4470.2,5.7
2022,7,Julho,Inverno,Sudeste,J18,Pneumonia,106,406999.36,3839.62,5.1
2022,7,Julho,Inverno,Centro-Oeste,J18,Pneumonia,6,24109.75,4018.29,4.3
2022,7,Julho,Inverno,Sul,J44,DPOC,16,74799.12,4674.95,5.3
2022,7,Julho,Inverno,Centro-Oeste,J44,DPOC,5,23011.75,4602.35,5.8
2022,7,Julho,Inverno,Sudeste,J44,DPOC,49,240856.69,4915.44,4.8
2022,7,Julho,Inverno,Nordeste,J44,DPOC,18,83805.4,4655.86,4.8
2022,7,Julho,Inverno,Sudeste,K35,Apendicite Aguda,66,437751.52,6632.6,6.0
2022,7,Julho,Inverno,Sul,K35,Apendicite Aguda,20,131241.95,6562.1,4.4
2022,7,Julho,Inverno,Nordeste,K35,Apendicite Aguda,23,128785.04,5599.35,4.9
2022,7,Julho,Inverno,Centro-Oeste,K35,Apendicite Aguda,4,23931.77,5982.94,6.8
2022,7,Julho,Inverno,Sul,M54,Dorsalgia,22,50081.04,2276.41,5.1
2022,7,Julho,Inverno,Sudeste,M54,Dorsalgia,52,139974.61,2691.82,5.5
2022,7,Julho,Inverno,Nordeste,M54,Dorsalgia,15,34595.95,2306.4,4.9
2022,7,Julho,Inverno,Sul,N39,Infecção Urinária,38,72976.47,1920.43,5.5
2022,7,Julho,Inverno,Nordeste,N39,Infecção Urinária,36,62965.31,1749.04,4.1
2022,7,Julho,Inverno,Centro-Oeste,N39,Infecção Urinária,4,6175.66,1543.92,5.5
2022,7,Julho,Inverno,Sudeste,N39,Infecção Urinária,110,185440.94,1685.83,5.3
2022,7,Julho,Inverno,Centro-Oeste,O80,Parto Normal,10,28444.2,2844.42,6.2
2022,7,Julho,Inverno,Nordeste,O80,Parto Normal,36,101317.94,2814.39,5.3
2022,7,Julho,Inverno,Sudeste,O80,Parto Normal,112,287340.29,2565.54,5.3
2022,7,Julho,Inverno,Sul,O80,Parto Normal,34,81949.16,2410.27,4.8
2022,8,Agosto,Inverno,Sul,A09,Diarreia e Gastroenterite,17,21585.13,1269.71,4.9
2022,8,Agosto,Inverno,Sudeste,A09,Diarreia e Gastroenterite,61,73636.94,1207.16,5.3
2022,8,Agosto,Inverno,Nordeste,A09,Diarreia e Gastroenterite,25,33073.29,1322.93,5.2
2022,8,Agosto,Inverno,Centro-Oeste,A09,Diarreia e Gastroenterite,7,9234.53,1319.22,4.4
2022,8,Agosto,Inverno,Centro-Oeste,A90,Dengue,4,8906.15,2226.54,8.0
2022,8,Agosto,Inverno,Sudeste,A90,Dengue,61,136005.64,2229.6,4.7
2022,8,Agosto,Inverno,Sul,A90,Dengue,26,56443.97,2170.92,4.5
2022,8,Agosto,Inverno,Nordeste,A90,Dengue,22,51219.08,2328.14,5.0
2022,8,Agosto,Inverno,Centro-Oeste,B24,Doença pelo HIV,5,28053.19,5610.64,9.8
2022,8,Agosto,Inverno,Sudeste,B24,Doença pelo HIV,34,255945.38,7527.81,5.6
2022,8,Agosto,Inverno,Sul,B24,Doença pelo HIV,11,81948.52,7449.87,3.6
2022,8,Agosto,Inverno,Nordeste,B24,Doença pelo HIV,12,78628.07,6552.34,5.5
2022,8,Agosto,Inverno,Sul,C50,Neoplasia Maligna da Mama,14,343159.89,24511.42,3.9
2022,8,Agosto,Inverno,Sudeste,C50,Neoplasia Maligna da Mama,43,921661.95,21434.0,5.1
2022,8,Agosto,Inverno,Centro-Oeste,C50,Neoplasia Maligna da Mama,7,170855.98,24408.0,7.0
2022,8,Agosto,Inverno,Nordeste,C50,Neoplasia Maligna da Mama,13,326830.61,25140.82,4.0
2022,8,Agosto,Inverno,Centro-Oeste,E11,Diabetes Mellitus Tipo 2,7,23439.41,3348.49,3.4
2022,8,Agosto,Inverno,Nordeste,E11,Diabetes Mellitus Tipo 2,33,112748.55,3416.62,6.2
2022,8,Agosto,Inverno,Sudeste,E11,Diabetes Mellitus Tipo 2,96,306904.38,3196.92,5.0
2022,8,Agosto,Inverno,Sul,E11,Diabetes Mellitus Tipo 2,33,104957.7,3180.54,4.0
2022,8,Agosto,Inverno,Centro-Oeste,F32,Episódio Depressivo,5,12454.84,2490.97,4.0
2022,8,Agosto,Inverno,Sudeste,F32,Episódio Depressivo,58,203371.92,3506.41,5.8
2022,8,Agosto,Inverno,Nordeste,F32,Episódio Depressivo,21,76606.75,3647.94,4.4
2022,8,Agosto,Inverno,Sul,F32,Episódio Depressivo,21,73654.0,3507.33,4.2
2022,8,Agosto,Inverno,Sudeste,G40,Epilepsia,40,194094.05,4852.35,5.4
2022,8,Agosto,Inverno,Nordeste,G40,Epilepsia,18,80741.77,4485.65,5.1
2022,8,Agosto,Inverno,Sul,G40,Epilepsia,21,98054.85,4669.28,5.3
2022,8,Agosto,Inverno,Centro-Oeste,G40,Epilepsia,4,18186.49,4546.62,7.5
2022,8,Agosto,Inverno,Sudeste,I21,Infarto Agudo do Miocárdio,83,1440075.27,17350.3,4.9
2022,8,Agosto,Inverno,Nordeste,I21,Infarto Agudo do Miocárdio,29,496305.23,17113.97,5.3
2022,8,Agosto,Inverno,Sul,I21,Infarto Agudo do Miocárdio,27,428640.77,15875.58,6.1
2022,8,Agosto,Inverno,Centro-Oeste,I21,Infarto Agudo do Miocárdio,2,34904.82,17452.41,4.5
2022,8,Agosto,Inverno,Sudeste,I64,Acidente Vascular Cerebral,75,850891.43,11345.22,4.3
2022,8,Agosto,Inverno,Sul,I64,Acidente Vascular Cerebral,18,231584.85,12865.83,6.0
2022,8,Agosto,Inverno,Nordeste,I64,Acidente Vascular Cerebral,26,309628.36,11908.78,3.6
2022,8,Agosto,Inverno,Centro-Oeste,I64,Acidente Vascular Cerebral,8,93331.77,11666.47,3.6
2022,8,Agosto,Inverno,Sul,J18,Pneumonia,48,188222.81,3921.31,4.6
2022,8,Agosto,Inverno,Centro-Oeste,J18,Pneumonia,16,64310.28,4019.39,7.3
2022,8,Agosto,Inverno,Sudeste,J18,Pneumonia,131,533545.47,4072.87,5.0
2022,8,Agosto,Inverno,Nordeste,J18,Pneumonia,32,119347.8,3729.62,4.8
2022,8,Agosto,Inverno,Nordeste,J44,DPOC,20,101468.67,5073.43,5.1
2022,8,Agosto,Inverno,Sul,J44,DPOC,19,97934.98,5154.47,4.3
2022,8,Agosto,Inverno,Sudeste,J44,DPOC,45,218992.38,4866.5,5.1
2022,8,Agosto,Inverno,Centro-Oeste,J44,DPOC,2,9542.63,4771.32,4.5
2022,8,Agosto,Inverno,Centro-Oeste,K35,Apendicite Aguda,4,30852.05,7713.01,5.5
2022,8,Agosto,Inverno,Nordeste,K35,Apendicite Aguda,22,138553.42,6297.88,4.7
2022,8,Agosto,Inverno,Sul,K35,Apendicite Aguda,23,150331.75,6536.16,4.8
2022,8,Agosto,Inverno,Sudeste,K35,Apendicite Aguda,67,424809.83,6340.45,5.5
2022,8,Agosto,Inverno,Centro-Oeste,M54,Dorsalgia,6,14225.38,2370.9,8.7
2022,8,Agosto,Inverno,Sul,M54,Dorsalgia,14,39114.81,2793.92,4.9
2022,8,Agosto,Inverno,Sudeste,M54,Dorsalgia,57,136989.51,2403.32,5.7
2022,8,Agosto,Inverno,Nordeste,M54,Dorsalgia,24,62692.18,2612.17,5.8
2022,8,Agosto,Inverno,Sudeste,N39,Infecção Urinária,106,182644.38,1723.06,4.7
2022,8,Agosto,Inverno,Sul,N39,Infecção Urinária,29,48373.98,1668.07,5.4
2022,8,Agosto,Inverno,Nordeste,N39,Infecção Urinária,34,57658.25,1695.83,4.6
2022,8,Agosto,Inverno,Centro-Oeste,N39,Infecção Urinária,11,22083.45,2007.59,4.7
2022,8,Agosto,Inverno,Centro-Oeste,O80,Parto Normal,8,24222.0,3027.75,5.1
2022,8,Agosto,Inverno,Sudeste,O80,Parto Normal,88,223831.21,2543.54,4.7
2022,8,Agosto,Inverno,Nordeste,O80,Parto Normal,32,78855.44,2464.23,4.7
2022,8,Agosto,Inverno,Sul,O80,Parto Normal,37,90822.21,2454.65,5.6
2022,9,Setembro,Primavera,Sudeste,A09,Diarreia e Gastroenterite,66,71449.16,1082.56,5.1
2022,9,Setembro,Primavera,Nordeste,A09,Diarreia e Gastroenterite,16,15389.99,961.87,4.7
2022,9,Setembro,Primavera,Sul,A09,Diarreia e Gastroenterite,13,13689.42,1053.03,5.5
2022,9,Setembro,Primavera,Centro-Oeste,A09,Diarreia e Gastroenterite,8,9138.55,1142.32,4.9
2022,9,Setembro,Primavera,Nordeste,A90,Dengue,21,41060.26,1955.25,5.4
2022,9,Setembro,Primavera,Sul,A90,Dengue,22,40390.44,1835.93,4.5
2022,9,Setembro,Primavera,Centro-Oeste,A90,Dengue,4,6875.16,1718.79,3.8
2022,9,Setembro,Primavera,Sudeste,A90,Dengue,81,147003.45,1814.86,4.6
2022,9,Setembro,Primavera,Nordeste,B24,Doença pelo HIV,11,66321.36,6029.21,4.2
2022,9,Setembro,Primavera,Sudeste,B24,Doença pelo HIV,33,207034.92,6273.79,5.2
2022,9,Setembro,Primavera,Centro-Oeste,B24,Doença pelo HIV,2,10752.43,5376.22,5.5
2022,9,Setembro,Primavera,Sul,B24,Doença pelo HIV,9,46321.6,5146.84,6.3
2022,9,Setembro,Primavera,Centro-Oeste,C50,Neoplasia Maligna da Mama,3,59327.88,19775.96,4.3
2022,9,Setembro,Primavera,Sul,C50,Neoplasia Maligna da Mama,16,296626.75,18539.17,4.5
2022,9,Setembro,Primavera,Sudeste,C50,Neoplasia Maligna da Mama,39,775678.72,19889.2,5.8
2022,9,Setembro,Primavera,Nordeste,C50,Neoplasia Maligna da Mama,22,396754.14,18034.28,4.4
2022,9,Setembro,Primavera,Nordeste,E11,Diabetes Mellitus Tipo 2,29,80195.09,2765.35,4.5
2022,9,Setembro,Primavera,Sul,E11,Diabetes Mellitus Tipo 2,27,70865.02,2624.63,5.6
2022,9,Setembro,Primavera,Sudeste,E11,Diabetes Mellitus Tipo 2,101,279633.79,2768.65,5.3
2022,9,Setembro,Primavera,Centro-Oeste,E11,Diabetes Mellitus Tipo 2,11,30616.28,2783.3,5.8
2022,9,Setembro,Primavera,Sudeste,F32,Episódio Depressivo,49,147704.87,3014.39,5.0
2022,9,Setembro,Primavera,Centro-Oeste,F32,Episódio Depressivo,2,6646.78,3323.39,4.5
2022,9,Setembro,Primavera,Nordeste,F32,Episódio Depressivo,19,60084.19,3162.33,4.7
2022,9,Setembro,Primavera,Sul,F32,Episódio Depressivo,19,52167.52,2745.66,7.1
2022,9,Setembro,Primavera,Sudeste,G40,Epilepsia,48,198893.51,4143.61,4.2
2022,9,Setembro,Primavera,Sul,G40,Epilepsia,17,70746.64,4161.57,5.4
2022,9,Setembro,Primavera,Centro-Oeste,G40,Epilepsia,2,6737.15,3368.58,6.0
2022,9,Setembro,Primavera,Nordeste,G40,Epilepsia,17,61353.06,3609.0,4.4
2022,9,Setembro,Primavera,Centro-Oeste,I21,Infarto Agudo do Miocárdio,9,123251.55,13694.62,4.9
2022,9,Setembro,Primavera,Sul,I21,Infarto Agudo do Miocárdio,28,395152.86,14112.6,4.8
2022,9,Setembro,Primavera,Sudeste,I21,Infarto Agudo do Miocárdio,74,1061675.0,14346.96,5.0
2022,9,Setembro,Primavera,Nordeste,I21,Infarto Agudo do Miocárdio,32,473348.69,14792.15,6.3
2022,9,Setembro,Primavera,Centro-Oeste,I64,Acidente Vascular Cerebral,6,60217.27,10036.21,3.0
2022,9,Setembro,Primavera,Sudeste,I64,Acidente Vascular Cerebral,54,503561.47,9325.21,5.9
2022,9,Setembro,Primavera,Nordeste,I64,Acidente Vascular Cerebral,20,182763.16,9138.16,7.4
2022,9,Setembro,Primavera,Sul,I64,Acidente Vascular Cerebral,24,201041.17,8376.72,4.5
2022,9,Setembro,Primavera,Sul,J18,Pneumonia,49,161876.84,3303.61,4.6
2022,9,Setembro,Primavera,Nordeste,J18,Pneumonia,41,147155.95,3589.17,4.8
2022,9,Setembro,Primavera,Sudeste,J18,Pneumonia,127,434777.7,3423.45,4.5
2022,9,Setembro,Primavera,Centro-Oeste,J18,Pneumonia,12,42026.0,3502.17,7.2
2022,9,Setembro,Primavera,Centro-Oeste,J44,DPOC,2,5462.03,2731.02,7.0
2022,9,Setembro,Primavera,Sudeste,J44,DPOC,58,263694.22,4546.45,5.5
2022,9,Setembro,Primavera,Sul,J44,DPOC,14,53669.08,3833.51,5.9
2022,9,Setembro,Primavera,Nordeste,J44,DPOC,20,82838.51,4141.93,7.3
2022,9,Setembro,Primavera,Nordeste,K35,Apendicite Aguda,29,167440.35,5773.81,5.6
2022,9,Setembro,Primavera,Sudeste,K35,Apendicite Aguda,67,385445.61,5752.92,4.7
2022,9,Setembro,Primavera,Centro-Oeste,K35,Apendicite Aguda,5,25233.15,5046.63,5.8
2022,9,Setembro,Primavera,Sul,K35,Apendicite Aguda,24,127412.8,5308.87,5.3
2022,9,Setembro,Primavera,Centro-Oeste,M54,Dorsalgia,5,11069.2,2213.84,5.4
2022,9,Setembro,Primavera,Sul,M54,Dorsalgia,19,39061.89,2055.89,5.1
2022,9,Setembro,Primavera,Nordeste,M54,Dorsalgia,24,54153.8,2256.41,5.4
2022,9,Setembro,Primavera,Sudeste,M54,Dorsalgia,49,108137.85,2206.89,4.1
2022,9,Setembro,Primavera,Sul,N39,Infecção Urinária,31,49275.46,1589.53,4.7
2022,9,Setembro,Primavera,Nordeste,N39,Infecção Urinária,36,51880.91,1441.14,4.6
2022,9,Setembro,Primavera,Sudeste,N39,Infecção Urinária,101,140064.94,1386.78,5.4
2022,9,Setembro,Primavera,Centro-Oeste,N39,Infecção Urinária,10,12316.2,1231.62,5.1
2022,9,Setembro,Primavera,Sudeste,O80,Parto Normal,122,262974.72,2155.53,5.6
2022,9,Setembro,Primavera,Centro-Oeste,O80,Parto Normal,8,15358.42,1919.8,3.8
2022,9,Setembro,Primavera,Sul,O80,Parto Normal,53,119130.33,2247.74,5.3
2022,9,Setembro,Primavera,Nordeste,O80,Parto Normal,54,124699.71,2309.25,4.6
2022,10,Outubro,Primavera,Centro-Oeste,A09,Diarreia e Gastroenterite,4,4010.59,1002.65,6.0
2022,10,Outubro,Primavera,Nordeste,A09,Diarreia e Gastroenterite,26,28592.78,1099.72,7.0
2022,10,Outubro,Primavera,Sudeste,A09,Diarreia e Gastroenterite,75,80899.22,1078.66,5.7
2022,10,Outubro,Primavera,Sul,A09,Diarreia e Gastroenterite,23,25527.67,1109.9,6.1
2022,10,Outubro,Primavera,Nordeste,A90,Dengue,22,34165.72,1552.99,4.1
2022,10,Outubro,Primavera,Centro-Oeste,A90,Dengue,8,13310.72,1663.84,2.4
2022,10,Outubro,Primavera,Sul,A90,Dengue,33,57120.46,1730.92,4.5
2022,10,Outubro,Primavera,Sudeste,A90,Dengue,69,124269.41,1801.01,5.3
2022,10,Outubro,Primavera,Sul,B24,Doença pelo HIV,11,73263.69,6660.34,5.6
2022,10,Outubro,Primavera,Sudeste,B24,Doença pelo HIV,27,166349.61,6161.1,4.8
2022,10,Outubro,Primavera,Nordeste,B24,Doença pelo HIV,12,70070.19,5839.18,4.3
2022,10,Outubro,Primavera,Centro-Oeste,B24,Doença pelo HIV,2,8763.39,4381.7,5.5
2022,10,Outubro,Primavera,Nordeste,C50,Neoplasia Maligna da Mama,13,232782.33,17906.33,4.9
2022,10,Outubro,Primavera,Sudeste,C50,Neoplasia Maligna da Mama,53,883308.85,16666.2,4.4
2022,10,Outubro,Primavera,Sul,C50,Neoplasia Maligna da Mama,16,301832.87,18864.55,5.8
2022,10,Outubro,Primavera,Centro-Oeste,C50,Neoplasia Maligna da Mama,3,50306.88,16768.96,3.3
2022,10,Outubro,Primavera,Sul,E11,Diabetes Mellitus Tipo 2,25,63182.08,2527.28,5.0
2022,10,Outubro,Primavera,Centro-Oeste,E11,Diabetes Mellitus Tipo 2,4,9956.87,2489.22,6.8
2022,10,Outubro,Primavera,Sudeste,E11,Diabetes Mellitus Tipo 2,79,199037.0,2519.46,5.6
2022,10,Outubro,Primavera,Nordeste,E11,Diabetes Mellitus Tipo 2,26,62743.02,2413.19,5.7
